Timestamp,SensorData
130979328,0326,1.32,0.29,13.31

130979343,6
130979343,0339,1.79,1.22,10.07

130979359,6
130979359,0352,1.56,0.85,9.93

130979375,6
130979375,0365,1.37,0.76,9.64

130979375,6
130979375,0378,1.42,0.73,9.35

130979390,6
130979390,0391,1.43,0.77,9.53

130979406,6
130979406,0404,1.36,0.78,9.76

130979421,6
130979421,0417,1.54,0.94,10.12

130979437,6
130979437,0430,1.15,-0.09,10.28

130979453,6
130979453,0443,1.18,0.44,7.55

130979453,6
130979468,0456,1.53,0.51,8.95

130979468,6
130979468,0469,1.38,0.50,9.25

130979484,6
130979484,0482,1.39,0.51,9.41

130979500,6
130979500,0495,1.43,0.54,9.26

130979515,6
130979515,0508,1.40,0.49,9.24

130979531,6
130979531,0521,1.37,0.51,9.33

130979531,6
130979546,0534,1.40,0.51,9.38

130979546,6
130979546,0547,1.36,0.50,9.39

130979562,6
130979562,0560,1.39,0.49,9.41

130979578,6
130979578,0573,1.35,0.47,9.41

130979593,6
130979593,0586,1.35,0.49,9.40

130979609,6
130979609,0599,1.38,0.48,9.39

130979609,6
130979609,0612,1.36,0.49,9.32

130979625,6
130979625,0625,2.47,1.56,5.75

130979640,6
130979640,0638,1.28,0.28,13.11

130979656,6
130979656,0651,1.74,1.12,10.06

130979671,6
130979671,0664,1.49,0.82,9.93

130979687,6
130979687,0677,1.32,0.68,9.54

130979687,6
130979687,0690,1.37,0.73,9.32

130979703,6
130979703,0703,1.36,0.74,9.54

130979718,6
130979718,0716,1.33,0.77,9.75

130979734,6
130979734,0729,1.38,0.99,9.96

130979750,6
130979750,0742,1.16,0.13,10.43

130979765,6
130979765,0755,1.37,-0.03,8.50

130979765,6
130979765,0768,1.43,0.80,7.91

130979781,6
130979781,0781,1.48,0.59,9.24

130979796,6
130979796,0794,1.41,0.52,9.30

130979812,6
130979812,0807,1.42,0.50,9.31

130979828,6
130979828,0820,1.39,0.49,9.31

130979843,6
130979843,0833,1.38,0.50,9.38

130979843,6
130979843,0846,1.38,0.52,9.43

130979859,6
130979859,0859,1.36,0.47,9.43

130979875,6
130979875,0872,1.36,0.46,9.41

