acceleration.x,acceleration.y,acceleration.z,gesture
0.79,0.35,9.3,gesture_3
0.8,0.38,9.36,gesture_3
0.72,0.07,9.68,gesture_3
0.79,0.39,9.34,gesture_3
0.81,0.37,9.34,gesture_3
0.75,0.25,9.44,gesture_3
0.75,0.4,9.32,gesture_3
0.77,0.39,9.34,gesture_3
0.86,-0.24,10.1,gesture_3
0.78,0.18,9.49,gesture_3
0.81,0.34,9.53,gesture_3
0.83,0.4,9.04,gesture_3
0.75,0.36,9.41,gesture_3
0.71,0.17,8.58,gesture_3
0.8,0.35,9.33,gesture_3
0.82,0.35,9.33,gesture_3
0.75,0.37,9.42,gesture_3
0.74,0.45,9.22,gesture_3
0.78,0.34,9.3,gesture_3
0.3,0,12.08,gesture_3
0.79,0.06,9.39,gesture_3
0.77,0.39,9.33,gesture_3
0.79,0.38,9.31,gesture_3
0.82,0.38,9.52,gesture_3
0.78,0.4,9.34,gesture_3
0.8,0.4,9.53,gesture_3
0.78,0.15,9.58,gesture_3
0.8,0.14,9.45,gesture_3
0.83,0.38,9.3,gesture_3
0.81,0.35,9.28,gesture_3
0.75,0.35,9.45,gesture_3
0.84,0.67,8.84,gesture_3
0.8,0.33,9.33,gesture_3
0.81,0.37,9.3,gesture_3
0.69,0.12,9.28,gesture_3
0.87,0.34,9.29,gesture_3
0.81,0.35,9.33,gesture_3
0.74,0.31,9.77,gesture_3
0.74,0.48,8.9,gesture_3
0.81,0.35,9.33,gesture_3
0.79,0.35,9.32,gesture_3
0.82,0.48,9.55,gesture_3
0.85,0.37,9.28,gesture_3
0.81,0.37,9.27,gesture_3
0.83,0.28,9.7,gesture_3
0.84,0.46,9.16,gesture_3
0.81,0.36,9.33,gesture_3
0.81,0.38,9.3,gesture_3
0.84,0.45,9.57,gesture_3
0.85,0.3,9.38,gesture_3
0.79,0.36,9.36,gesture_3
0.8,0.35,9.32,gesture_3
0.81,0.29,9.41,gesture_3
0.86,0.35,9.24,gesture_3
0.79,0.37,9.34,gesture_3
0.64,0,9.52,gesture_3
0.75,-0.1,9.53,gesture_3
0.81,0.4,9.32,gesture_3
0.82,0.35,9.32,gesture_3
0.77,0.41,9.34,gesture_3
0.81,0.42,9.32,gesture_3
0.81,0.39,9.31,gesture_3
0.8,0.39,9.32,gesture_3
0.79,0.3,9.38,gesture_3
0.83,0.33,9.28,gesture_3
0.79,0.38,9.34,gesture_3
0.59,0.23,9.65,gesture_3
0.78,0.15,9.48,gesture_3
0.81,0.38,9.37,gesture_3
0.78,0.38,9.31,gesture_3
0.78,0.42,9.44,gesture_3
0.84,0.44,9.22,gesture_3
0.81,0.37,9.3,gesture_3
0.8,0.39,9.31,gesture_3
0.79,0.3,9.48,gesture_3
0.86,0.35,9.27,gesture_3
0.82,0.4,9.3,gesture_3
0.6,-0.59,10.59,gesture_3
0.83,0.08,9.39,gesture_3
0.83,0.39,9.31,gesture_3
0.83,0.38,9.29,gesture_3
0.81,0.26,9.36,gesture_3
0.81,0.41,9.33,gesture_3
0.82,0.37,9.31,gesture_3
0.7,0.14,11.61,gesture_3
0.84,0.28,9.42,gesture_3
0.81,0.33,9.23,gesture_3
0.82,0.35,9.3,gesture_3
0.78,0.25,9.44,gesture_3
0.81,0.39,9.35,gesture_3
0.82,0.37,9.32,gesture_3
0.83,0.32,9.35,gesture_3
0.85,-0.01,9.59,gesture_3
0.84,0.37,9.37,gesture_3
0.82,0.36,9.31,gesture_3
0.8,0.35,9.52,gesture_3
0.87,0.34,9.29,gesture_3
0.83,0.38,9.34,gesture_3
0.87,-1.2,15.49,gesture_3
0.78,0.22,9.55,gesture_3
0.84,0.36,9.27,gesture_3
0.83,0.36,9.28,gesture_3
0.76,0.39,9.47,gesture_3
0.84,0.44,9.22,gesture_3
0.82,0.35,9.29,gesture_3
0.75,0.29,9.36,gesture_3
0.85,0.62,8.85,gesture_3
0.84,0.35,9.35,gesture_3
0.83,0.36,9.35,gesture_3
0.81,0.36,9.31,gesture_3
0.81,0.36,9.32,gesture_3
0.84,0.37,9.31,gesture_3
0.83,0.36,9.31,gesture_3
0.83,0.38,9.32,gesture_3
0.86,0.38,9.29,gesture_3
0.84,0.36,9.31,gesture_3
0.82,0.34,9.29,gesture_3
0.85,0.37,9.31,gesture_3
0.1,-0.59,4.07,gesture_3
0.74,0.28,9.42,gesture_3
0.82,0.38,9.31,gesture_3
0.86,0.36,9.29,gesture_3
0.81,0.39,9.31,gesture_3
0.85,0.76,8.87,gesture_3
0.83,0.35,9.29,gesture_3
0.8,-0.09,8.69,gesture_3
0.81,0.07,9.53,gesture_3
0.82,0.38,9.33,gesture_3
0.83,0.38,9.3,gesture_3
0.8,0.39,9.41,gesture_3
0.81,0.43,9.23,gesture_3
0.82,0.37,9.31,gesture_3
0.73,0.12,9.82,gesture_3
0.74,0.01,9.46,gesture_3
0.83,0.4,9.29,gesture_3
0.83,0.36,9.29,gesture_3
0.79,0.42,9.37,gesture_3
0.89,0.57,9.12,gesture_3
0.82,0.36,9.31,gesture_3
0.06,0.24,11.05,gesture_3
0.8,0.32,9.4,gesture_3
0.83,0.34,9.31,gesture_3
0.8,0.36,9.32,gesture_3
0.78,0.32,9.26,gesture_3
0.77,0.13,9.54,gesture_3
0.81,0.39,9.3,gesture_3
0.98,0.47,15.09,gesture_3
0.75,0.44,9.47,gesture_3
0.85,0.36,9.3,gesture_3
0.81,0.37,9.31,gesture_3
0.97,0.28,9.78,gesture_3
0.79,0.08,9.52,gesture_3
0.81,0.39,9.32,gesture_3
0.83,0.37,9.26,gesture_3
0.77,0.3,9.41,gesture_3
0.84,0.37,9.37,gesture_3
0.82,0.37,9.33,gesture_3
0.48,0.69,9.86,gesture_3
0.82,0.3,9.45,gesture_3
0.84,0.36,9.27,gesture_3
0.82,0.41,9.28,gesture_3
0.81,0.4,9.38,gesture_3
0.9,0.51,9.08,gesture_3
0.83,0.37,9.3,gesture_3
0.83,0.4,9.33,gesture_3
0.8,0.37,9.45,gesture_3
0.79,0.4,9.4,gesture_3
0.8,0.38,9.31,gesture_3
0.82,0.37,9.31,gesture_3
0.81,0.37,9.47,gesture_3
0.83,0.39,9.35,gesture_3
0.83,0.38,9.3,gesture_3
0.76,0.32,9.42,gesture_3
0.79,0.41,9.09,gesture_3
1.94,0.37,9.31,gesture_4
1.94,0.36,9.28,gesture_4
1.76,0.32,9.48,gesture_4
2.03,0.29,9.14,gesture_4
1.93,0.39,9.29,gesture_4
1.83,0.32,9.1,gesture_4
1.82,0.44,9.44,gesture_4
1.93,0.36,9.28,gesture_4
1.91,0.34,9.3,gesture_4
1.73,0.24,9.33,gesture_4
1.78,0.17,8.94,gesture_4
1.9,0.35,9.3,gesture_4
1.49,0.07,9.51,gesture_4
1.76,0.45,9.59,gesture_4
1.91,0.36,9.3,gesture_4
1.91,0.34,9.27,gesture_4
1.75,0.26,9.46,gesture_4
1.8,0.26,8.96,gesture_4
1.91,0.34,9.3,gesture_4
0.74,0.3,9.83,gesture_4
0.78,0.37,9.32,gesture_4
0.96,0.29,9.12,gesture_4
0.88,0.34,9.3,gesture_4
0.78,0.35,9.45,gesture_4
0.04,0.27,8.99,gesture_4
0.89,0.34,9.29,gesture_4
0.27,-0.07,9.79,gesture_4
0.77,0.38,9.62,gesture_4
0.88,0.38,9.31,gesture_4
0.39,0.99,5.89,gesture_4
0.71,0.32,9.38,gesture_4
0.89,0.32,9.32,gesture_4
0.88,0.34,9.33,gesture_4
0.7,0.23,9.47,gesture_4
0,0.19,8.89,gesture_4
0.89,0.33,9.29,gesture_4
0.74,0.39,10.12,gesture_4
0.67,0.58,9.41,gesture_4
0.87,0.34,9.33,gesture_4
0.87,0.36,9.33,gesture_4
0.76,0.43,9.47,gesture_4
0.85,0.35,9.35,gesture_4
0.89,0.35,9.3,gesture_4
0.71,0.26,9.41,gesture_4
0.95,0.26,9,gesture_4
0.85,0.35,9.32,gesture_4
0.87,0.23,9.18,gesture_4
0.94,0.65,9.56,gesture_4
0.85,0.35,9.32,gesture_4
0.35,0.53,6.64,gesture_4
0.76,0.4,9.53,gesture_4
0.87,0.37,9.27,gesture_4
0.87,0.34,9.29,gesture_4
0.65,0.21,9.38,gesture_4
0.96,0.2,9.1,gesture_4
0.85,0.35,9.3,gesture_4
0.76,0.37,9.73,gesture_4
0.78,0.93,9.71,gesture_4
0.86,0.34,9.33,gesture_4
0.87,0.39,9.32,gesture_4
0.78,0.48,9.49,gesture_4
0.88,0.31,9.34,gesture_4
0.85,0.37,9.29,gesture_4
0.71,0.35,9.62,gesture_4
0.66,0.49,8.92,gesture_4
0.87,0.35,9.29,gesture_4
0.86,0.37,9.32,gesture_4
0.7,0.41,9.52,gesture_4
0.93,0.28,9.09,gesture_4
0.86,0.38,9.27,gesture_4
0.76,0.21,9.37,gesture_4
0.8,0.84,9.55,gesture_4
0.88,0.36,9.33,gesture_4
0.41,-0.21,9.38,gesture_4
0.7,0.32,9.55,gesture_4
0.74,0.2,8.83,gesture_4
0.87,0.37,9.28,gesture_4
0.77,0.59,10.18,gesture_4
0.66,0.57,9.41,gesture_4
0.87,0.35,9.37,gesture_4
0.85,0.37,9.31,gesture_4
0.68,0.33,9.41,gesture_4
0.92,0.26,9.07,gesture_4
0.86,0.39,9.29,gesture_4
0.76,0.5,9.82,gesture_4
0.7,0.65,9.45,gesture_4
0.86,0.38,9.34,gesture_4
0.47,-0.37,6.33,gesture_4
0.73,0.38,9.47,gesture_4
0.83,0.37,9.36,gesture_4
0.87,0.37,9.26,gesture_4
0.71,0.3,9.38,gesture_4
0.95,0.3,9.03,gesture_4
0.86,0.37,9.28,gesture_4
0.78,0.53,10.29,gesture_4
0.72,0.44,9.56,gesture_4
0.84,0.36,9.29,gesture_4
0.84,0.37,9.32,gesture_4
0.72,0.29,9.34,gesture_4
0.92,0.29,9.15,gesture_4
0.84,0.37,9.27,gesture_4
0.11,0.53,8.47,gesture_4
0.67,0.27,9.52,gesture_4
0.85,0.32,9.34,gesture_4
0.84,0.36,9.31,gesture_4
0.72,0.54,9.73,gesture_4
0.73,0.66,9.87,gesture_4
0.83,0.36,9.31,gesture_4
0.84,0.39,9.31,gesture_4
0.64,0.33,9.38,gesture_4
0.9,0.29,9.14,gesture_4
0.82,0.38,9.31,gesture_4
0.79,0.54,10.03,gesture_4
0.68,0.49,9.47,gesture_4
0.8,0.36,9.35,gesture_4
0.81,0.39,9.29,gesture_4
0.68,0.28,9.42,gesture_4
0.8,0.2,8.68,gesture_4
0.84,0.37,9.3,gesture_4
0.91,0.2,10.2,gesture_4
0.76,0.39,9.53,gesture_4
0.8,0.39,9.3,gesture_4
0.82,0.4,9.3,gesture_4
0.73,0.43,9.5,gesture_4
0.86,0.28,9.14,gesture_4
0.8,0.39,9.27,gesture_4
0.78,0.27,8.92,gesture_4
0.74,0.61,9.47,gesture_4
0.78,0.38,9.33,gesture_4
0.21,0.78,12.27,gesture_4
0.76,0.47,9.42,gesture_4
0.82,0.33,9.29,gesture_4
0.8,0.39,9.29,gesture_4
0.75,0.37,9.39,gesture_4
0.9,0.1,8.69,gesture_4
0.81,0.39,9.26,gesture_4
0.75,0.58,9.61,gesture_4
0.79,0.56,9.59,gesture_4
0.81,0.37,9.33,gesture_4
0.34,2.2,5.37,gesture_4
0.69,0.34,9.51,gesture_4
0.82,0.36,9.32,gesture_4
0.81,0.37,9.25,gesture_4
0.61,0.27,9.61,gesture_4
0.86,0.25,8.91,gesture_4
0.81,0.36,9.31,gesture_4
0.64,1.07,9.66,gesture_4
0.68,0.52,9.7,gesture_4
0.82,0.37,9.32,gesture_4
0.81,0.38,9.31,gesture_4
0.69,0.39,9.56,gesture_4
0.79,0.33,9.32,gesture_4
0.8,0.36,9.28,gesture_4
0.63,0.41,9.45,gesture_4
0.76,0.18,8.63,gesture_4
0.79,0.38,9.33,gesture_4
0.77,0.19,10.44,gesture_4
0.68,0.35,9.55,gesture_4
0.77,0.36,9.29,gesture_4
0.83,0.39,9.3,gesture_4
0.64,0.22,9.46,gesture_4
0.85,0.3,9.02,gesture_4
0.82,0.37,9.26,gesture_4
0.85,0.44,10.55,gesture_4
0.66,0.55,9.79,gesture_4
0.75,0.36,9.32,gesture_4
0.81,0.36,9.33,gesture_4
0.71,0.27,9.38,gesture_4
0.82,0.32,9.34,gesture_4
0.78,0.37,9.33,gesture_4
0.87,0.14,8.86,gesture_4
0.7,0.42,9.59,gesture_4
0.77,0.34,9.34,gesture_4
0.8,0.37,9.3,gesture_4
0.65,0.33,9.47,gesture_4
0.8,0.33,9.34,gesture_4
0.79,0.36,9.3,gesture_4
0.59,0.18,9.53,gesture_4
0.83,0.32,9.2,gesture_4
0.79,0.35,9.3,gesture_4
0.85,0.41,10.65,gesture_4
0.72,0.48,9.67,gesture_4
0.8,0.37,9.32,gesture_4
0.8,0.35,9.3,gesture_4
0.72,0.35,9.39,gesture_4
0.88,0.31,8.97,gesture_4
0.77,0.35,9.27,gesture_4
0.59,1.48,12.98,gesture_4
0.69,0.42,9.59,gesture_4
0.78,0.36,9.28,gesture_4
0.78,0.35,9.31,gesture_4
0.7,0.38,9.53,gesture_4
0.86,0.33,9.05,gesture_4
0.81,0.36,9.32,gesture_4
0.79,0.28,9.2,gesture_4
0.7,0.6,9.39,gesture_4
0.81,0.34,9.37,gesture_4
0.16,2.23,15.67,gesture_4
0.69,0.52,9.59,gesture_4
0.8,0.37,9.28,gesture_4
0.8,0.36,9.29,gesture_4
0.64,0.44,9.5,gesture_4
0.8,0.3,9.32,gesture_4
0.77,0.36,9.29,gesture_4
0.67,0.4,9.55,gesture_4
0.89,0.2,8.83,gesture_4
0.76,0.35,9.3,gesture_4
0.71,0.39,10.66,gesture_4
0.7,0.55,9.58,gesture_4
0.75,0.36,9.33,gesture_4
0.65,-0.35,6.82,gesture_4
0.72,0.4,9.41,gesture_4
0.78,0.32,9.4,gesture_4
0.79,0.34,9.33,gesture_4
0.72,0.46,9.43,gesture_4
0.87,0.33,9.12,gesture_4
0.81,0.36,9.32,gesture_4
0.63,0.44,10,gesture_4
0.75,0.62,9.48,gesture_4
0.81,0.35,9.36,gesture_4
0.96,0.38,8.26,gesture_4
0.65,0.35,9.5,gesture_4
0.78,0.35,9.39,gesture_4
0.79,0.33,9.32,gesture_4
0.66,0.22,9.28,gesture_4
0.87,0.21,8.93,gesture_4
0.8,0.37,9.29,gesture_4
0.76,0.51,10.11,gesture_4
0.71,0.42,9.56,gesture_4
0.78,0.36,9.3,gesture_4
0.79,0.34,9.34,gesture_4
0.63,0.23,9.41,gesture_4
0.8,0.34,9.39,gesture_4
0.8,0.35,9.32,gesture_4
0.62,0.26,9.76,gesture_4
0.87,0.13,8.66,gesture_4
0.78,0.34,9.32,gesture_4
0.58,-1.97,1.43,gesture_4
0.74,0.57,9.76,gesture_4
0.77,0.37,9.35,gesture_4
0.48,0.75,8.61,gesture_4
0.64,0.31,9.43,gesture_4
0.82,0.31,9.25,gesture_4
0.79,0.37,9.3,gesture_4
0.7,0.34,9.57,gesture_4
0.82,0.17,8.8,gesture_4
0.76,0.37,9.3,gesture_4
0.69,0.46,9.73,gesture_4
0.75,0.09,8.51,gesture_4
0.75,0.34,9.33,gesture_4
0.12,0.38,8.27,gesture_4
0.76,0.46,9.55,gesture_4
0.78,0.33,9.34,gesture_4
0.77,0.35,9.31,gesture_4
0.66,0.39,9.56,gesture_4
0.84,0.33,9.28,gesture_4
0.8,0.36,9.31,gesture_4
0.67,0.29,9.38,gesture_4
0.84,0.56,9.44,gesture_4
0.79,0.35,9.34,gesture_4
0.75,0.36,9.33,gesture_4
0.62,0.36,9.61,gesture_4
0.76,0.35,9.29,gesture_4
0.8,0.35,9.25,gesture_4
0.69,0.3,9.4,gesture_4
0.83,0.3,8.97,gesture_4
0.79,0.34,9.31,gesture_4
0.75,0.32,9.31,gesture_4
0.7,0.43,9.37,gesture_4
0.77,0.35,9.3,gesture_4
0.75,0.36,9.29,gesture_4
0.67,0.31,9.4,gesture_4
0.81,0.33,9.35,gesture_4
0.8,0.35,9.34,gesture_4
0.59,0.36,9.59,gesture_4
0.69,0.37,9.73,gesture_4
0.78,0.34,9.32,gesture_4
0.03,0.04,9.57,gesture_4
0.72,0.52,9.75,gesture_4
0.74,0.34,9.34,gesture_4
1.15,-2.31,3.62,gesture_4
0.72,0.5,9.6,gesture_4
0.75,0.37,9.29,gesture_4
0.77,0.35,9.35,gesture_4
0.61,0.21,9.35,gesture_4
0.81,0.08,8.61,gesture_4
0.79,0.37,9.28,gesture_4
0.42,-0.23,8.94,gesture_4
0.67,0.39,9.48,gesture_4
0.73,0.37,9.31,gesture_4
0.78,0.34,9.33,gesture_4
0.63,0.24,9.36,gesture_4
0.8,0.33,9.17,gesture_4
0.77,0.36,9.33,gesture_4
0.8,0.06,8.71,gesture_4
0.71,0.56,9.34,gesture_4
0.76,0.36,9.37,gesture_4
0.77,0.36,9.34,gesture_4
0.59,0.37,9.62,gesture_4
0.78,0.36,9.29,gesture_4
0.78,0.36,9.24,gesture_4
0.64,0.32,9.62,gesture_4
0.93,0.08,8.71,gesture_4
0.76,0.35,9.29,gesture_4
0.78,0.65,8.93,gesture_4
0.67,0.39,9.51,gesture_4
0.75,0.35,9.29,gesture_4
0.77,0.36,9.28,gesture_4
0.72,0.29,9.44,gesture_4
0.51,0.37,9.3,gesture_4
0.77,0.35,9.36,gesture_4
0.75,0.35,9.35,gesture_4
0.64,0.38,9.48,gesture_4
0.91,-0.53,10.3,gesture_5
1.43,0.48,9.11,gesture_5
1.63,0.16,9.33,gesture_5
1.04,0.49,7.33,gesture_5
1.58,0.11,9.38,gesture_5
1.47,-0.03,9.25,gesture_5
1.57,0.11,9.33,gesture_5
0.58,0.05,7.04,gesture_5
1.53,0.06,9.45,gesture_5
1.58,0.08,9.39,gesture_5
1.56,0.12,9.88,gesture_5
1.46,0.1,9.31,gesture_5
1.4,0.05,9.07,gesture_5
1.57,0.11,9.36,gesture_5
1.56,0.14,9.47,gesture_5
1.66,0.2,9,gesture_5
1.09,0.85,9.58,gesture_5
1.57,0.11,9.39,gesture_5
1.75,0.15,9.53,gesture_5
1.53,0.14,9.38,gesture_5
0.53,0.15,9.39,gesture_5
0.5,0.16,9.36,gesture_5
0.07,0.24,10.12,gesture_5
0.53,0.17,9.41,gesture_5
0.52,0.17,9.35,gesture_5
0.92,-0.99,9.38,gesture_5
0.52,0.13,9.43,gesture_5
0.68,0.08,10.48,gesture_5
0.49,0.17,9.41,gesture_5
0.5,0.12,9.43,gesture_5
0.52,0.14,9.41,gesture_5
0.42,0.09,9.29,gesture_5
0.52,0.1,9.32,gesture_5
0.52,0.14,9.35,gesture_5
0.51,0.09,9.56,gesture_5
0.3,0.04,8.27,gesture_5
0.49,0.11,9.39,gesture_5
0.79,-0.07,9.89,gesture_5
0.5,0.14,9.59,gesture_5
0.5,0.12,9.3,gesture_5
0.5,0.12,9.38,gesture_5
0.44,0.17,9.55,gesture_5
0.51,0.14,9.46,gesture_5
0.51,0.12,9.37,gesture_5
0.51,0.12,9.52,gesture_5
0.2,0.03,10.2,gesture_5
0.5,0.13,9.39,gesture_5
0.54,0.16,9.27,gesture_5
0.53,0.14,9.74,gesture_5
0.53,0.14,9.37,gesture_5
0.86,-0.01,10.61,gesture_5
0.49,0.14,9.59,gesture_5
0.52,0.14,9.31,gesture_5
0.5,0.13,9.36,gesture_5
0.45,0.17,9.5,gesture_5
0.51,0.1,9.39,gesture_5
0.55,0.33,9.56,gesture_5
0.46,0.13,9.71,gesture_5
0.5,0.13,9.38,gesture_5
0.49,0.11,9.39,gesture_5
0.42,1.05,9,gesture_5
0.46,0.31,9.4,gesture_5
0.48,0.34,9.3,gesture_5
0.21,1.42,13.29,gesture_5
0.42,0.28,9.27,gesture_5
0.96,0.14,9.55,gesture_5
0.5,-0.03,9.21,gesture_5
0.32,0.21,9.62,gesture_5
0.2,0.06,9.52,gesture_5
0.61,0.22,9.31,gesture_5
0.98,-0.72,9.35,gesture_5
0.52,0.55,9.39,gesture_5
0.17,0.27,10.21,gesture_5
0.61,0.08,9.27,gesture_5
0.61,0.13,9.36,gesture_5
0.53,0.25,9.3,gesture_5
0.81,0.17,10.08,gesture_5
0.59,0.17,9.4,gesture_5
0.74,0.13,10.33,gesture_5
0.56,0.17,9.47,gesture_5
0.58,0.14,9.42,gesture_5
0.22,1.16,14.62,gesture_5
0.52,0.11,9.34,gesture_5
0.58,0.15,9.29,gesture_5
0.59,0.15,9.39,gesture_5
0.58,0.09,9.53,gesture_5
0.44,0.04,8.6,gesture_5
0.57,0.15,9.36,gesture_5
0.48,0.13,9.55,gesture_5
0.84,0.09,9.83,gesture_5
0.57,0.14,9.34,gesture_5
0.91,-0.14,9.19,gesture_5
0.57,0.19,9.66,gesture_5
0.59,0.16,9.3,gesture_5
0.86,0.17,15.5,gesture_5
0.48,0.13,9.33,gesture_5
0.58,0.15,9.44,gesture_5
0.59,0.15,9.36,gesture_5
0.52,0.14,9.56,gesture_5
0.49,0.07,8.6,gesture_5
0.58,0.14,9.36,gesture_5
0.51,0.13,9.53,gesture_5
0.84,-0.04,9.72,gesture_5
0.61,0.14,9.36,gesture_5
0.11,-0.02,10.47,gesture_5
0.51,0.19,9.57,gesture_5
0.57,0.15,9.38,gesture_5
0.57,0.16,9.38,gesture_5
0.47,0.14,9.46,gesture_5
0.4,0.06,8.23,gesture_5
0.6,0.15,9.35,gesture_5
0.45,0.19,9.27,gesture_5
0.93,0.18,10.08,gesture_5
0.56,0.15,9.42,gesture_5
0.89,0.03,10.82,gesture_5
0.52,0.16,9.49,gesture_5
0.55,0.17,9.38,gesture_5
0.58,0.16,9.36,gesture_5
0.51,0.16,9.37,gesture_5
0.41,0.03,8.18,gesture_5
0.58,0.15,9.36,gesture_5
0.56,0.17,9.39,gesture_5
0.5,0.23,9.74,gesture_5
0.56,0.15,9.32,gesture_5
0.46,0.17,10.2,gesture_5
0.67,0.22,9.84,gesture_5
0.59,0.14,9.25,gesture_5
0.55,0.14,9.35,gesture_5
0.52,0.18,9.59,gesture_5
0.58,0.12,8.76,gesture_5
0.55,0.11,9.31,gesture_5
0.52,0.14,9.36,gesture_5
0.42,0.18,9.46,gesture_5
0.57,0.15,9.35,gesture_5
0.73,0.14,10.13,gesture_5
0.56,0.19,9.4,gesture_5
0.54,0.14,9.45,gesture_5
2.65,-1.67,-3.06,gesture_5
0.46,0.2,9.34,gesture_5
0.4,0.06,8.19,gesture_5
0.56,0.15,9.33,gesture_5
0.4,0.17,9.39,gesture_5
0.42,0.13,9.76,gesture_5
0.6,0.16,9.33,gesture_5
0.47,0.14,9.55,gesture_5
0.61,0.18,9.78,gesture_5
0.58,0.17,9.35,gesture_5
0.48,0.17,10.32,gesture_5
0.55,0.2,9.55,gesture_5
0.48,0.12,8.58,gesture_5
0.54,0.16,9.4,gesture_5
0.5,0.15,9.35,gesture_5
0.52,0.38,9.67,gesture_5
0.59,0.15,9.31,gesture_5
0.41,0.14,9.4,gesture_5
0.46,0.21,9.36,gesture_5
0.55,0.16,9.36,gesture_5
0.57,0.15,9.41,gesture_5
0.42,0.18,9.4,gesture_5
0.77,0.41,9.84,gesture_5
0.6,0.15,9.2,gesture_5
0.41,0.17,10.03,gesture_5
0.51,0.23,9.49,gesture_5
0.6,0.16,9.21,gesture_5
0.55,0.16,9.39,gesture_5
0.52,0.15,9.29,gesture_5
0.53,0.24,9.56,gesture_5
0.54,0.15,9.31,gesture_5
0.94,0.21,9.12,gesture_5
0.47,0.13,9.36,gesture_5
0.41,0.15,8.34,gesture_5
0.53,0.17,9.36,gesture_5
0.51,0.13,9.3,gesture_5
0.52,0.24,9.61,gesture_5
0.55,0.16,9.49,gesture_5
0.89,0.33,9.45,gesture_5
0.51,0.17,9.33,gesture_5
0.4,0.17,9.87,gesture_5
0.56,0.16,9.33,gesture_5
0.56,0.17,9.35,gesture_5
0.72,0.27,9.81,gesture_5
0.56,0.14,9.25,gesture_5
0.51,0.16,9.6,gesture_5
0.55,0.25,9.52,gesture_5
0.56,0.13,8.96,gesture_5
0.04,0.41,9.51,gesture_5
0.45,0.18,9.57,gesture_5
0.69,0.3,10,gesture_5
0.57,0.15,9.23,gesture_5
0.49,0.22,9.82,gesture_5
0.56,0.25,9.56,gesture_5
0.48,0.11,8.68,gesture_5
0.52,0.16,9.37,gesture_5
0.51,0.19,9.39,gesture_5
0.67,0.31,9.77,gesture_5
0.55,0.17,9.34,gesture_5
0.05,0.14,10.09,gesture_5
0.49,0.18,9.32,gesture_5
0.51,0.21,9.14,gesture_5
0.53,0.16,9.38,gesture_5
0.48,0.08,9.48,gesture_5
0.51,0.21,9.43,gesture_5
0.47,0.11,8.73,gesture_5
0.54,0.15,9.35,gesture_5
0.45,0.17,9.36,gesture_5
0.93,0.36,9.56,gesture_5
0.54,0.16,9.33,gesture_5
0.47,0.09,9.58,gesture_5
0.51,0.21,9.6,gesture_5
0.52,0.14,9.37,gesture_5
0.53,0.16,9.38,gesture_5
0.45,0.16,9.56,gesture_5
0.82,0.42,9.68,gesture_5
0.58,0.17,9.24,gesture_5
0.5,0.2,10.25,gesture_5
0.53,0.16,9.6,gesture_5
0.56,0.16,9.36,gesture_5
0.56,0.14,9.38,gesture_5
0.44,0.15,9.36,gesture_5
0.45,0.42,9.87,gesture_5
0.58,0.14,9.21,gesture_5
0.47,0.19,9.5,gesture_5
0.61,0.19,9.69,gesture_5
0.57,0.19,9.36,gesture_5
0.37,0.12,10.3,gesture_5
0.52,0.18,9.44,gesture_5
0.58,0.17,8.86,gesture_5
0.55,0.15,9.38,gesture_5
0.47,0.14,9.27,gesture_5
0.75,0.3,9.84,gesture_5
0.61,0.14,9.21,gesture_5
0.43,0.26,9.83,gesture_5
0.52,0.25,9.48,gesture_5
0.56,0.16,9.18,gesture_5
0.54,0.16,9.39,gesture_5
0.53,0.14,9.25,gesture_5
0.43,0.21,9.6,gesture_5
0.58,0.17,9.38,gesture_5
0.51,0.17,9.21,gesture_5
0.63,0.25,9.8,gesture_5
0.58,0.15,9.22,gesture_5
0.51,0.15,9.78,gesture_5
0.53,0.25,9.7,gesture_5
0.53,0.15,9.41,gesture_5
0.05,0.15,10.04,gesture_5
0.51,0.2,9.43,gesture_5
0.47,0.15,8.56,gesture_5
0.55,0.16,9.37,gesture_5
0.46,0.16,9.39,gesture_5
0.05,0.34,9.74,gesture_5
0.58,0.17,9.24,gesture_5
0.5,0.15,9.57,gesture_5
0.57,0.17,9.58,gesture_5
0.54,0.13,9.36,gesture_5
0.82,0.24,9.88,gesture_5
0.53,0.17,9.35,gesture_5
0.45,0.12,8.21,gesture_5
0.55,0.15,9.4,gesture_5
0.47,0.12,9.66,gesture_5
0.56,0.2,9.62,gesture_5
0.54,0.18,9.3,gesture_5
0.67,0.22,9.48,gesture_5
0.51,0.14,9.48,gesture_5
0.55,0.18,8.8,gesture_5
0.55,0.16,9.35,gesture_5
0.49,0.2,9.44,gesture_5
0.57,0.19,9.46,gesture_5
0.56,0.17,9.12,gesture_5
0.56,0.16,9.42,gesture_5
0.5,0.15,9.51,gesture_5
0.07,0.25,9.21,gesture_5
0.56,0.15,9.33,gesture_5
0.21,0.1,9.8,gesture_5
0.54,0.19,9.5,gesture_5
0.58,0.17,9.02,gesture_5
0.57,0.14,9.35,gesture_5
0.55,0.16,9.33,gesture_5
0.12,0.17,9.91,gesture_5
0.57,0.13,9.22,gesture_5
0.52,0.09,10.41,gesture_5
0.49,0.18,9.42,gesture_5
0.56,0.14,8.62,gesture_5
0.55,0.14,9.36,gesture_5
0.51,0.14,9.33,gesture_5
0.65,0.24,9.88,gesture_5
0.6,0.13,9.25,gesture_5
0.6,0.09,9.74,gesture_5
0.47,0.16,9.36,gesture_5
